Availability,Licence,OrphaCode,DisorderId,DisorderName,DisorderTypeId,DisorderType,DisorderGroupId,DisorderGroup,ExpertLink,TypeOfInheritanceListCount,TypeOfInheritanceIds,TypeOfInheritance,TypeOfInheritancePairs,AverageAgeOfOnsetListCount,AverageAgeOfOnsetIds,AverageAgeOfOnset,AverageAgeOfOnsetPairs
,,892,99,Von Hippel-Lindau disease,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=892,1,23410,Autosomal dominant,23410|Autosomal dominant,3,23536; 23543; 23529,Adolescent; Adult; Childhood,23536|Adolescent; 23543|Adult; 23529|Childhood
,,731,97,Autosomal recessive polycystic kidney disease,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=731,1,23417,Autosomal recessive,23417|Autosomal recessive,1,23557,All ages,23557|All ages
,,164736,17568,Familial advanced sleep-phase syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=164736,1,23410,Autosomal dominant,23410|Autosomal dominant,2,23536; 23529,Adolescent; Childhood,23536|Adolescent; 23529|Childhood
,,138,110,CHARGE syndrome,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=138,2,23410; 23480,Autosomal dominant; Unknown,23410|Autosomal dominant; 23480|Unknown,2,23508; 23515,Antenatal; Neonatal,23508|Antenatal; 23515|Neonatal
,,558,109,Marfan syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=558,1,23410,Autosomal dominant,23410|Autosomal dominant,1,23557,All ages,23557|All ages
,,803,106,Amyotrophic lateral sclerosis,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=803,4,23410; 23417; 23424; 23445,Autosomal dominant; Autosomal recessive; Multigenic/multifactorial; X-linked dominant,23410|Autosomal dominant; 23417|Autosomal recessive; 23424|Multigenic/multifactorial; 23445|X-linked dominant,1,23543,Adult,23543|Adult
,,100,104,Ataxia-telangiectasia,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=100,1,23417,Autosomal recessive,23417|Autosomal recessive,2,23529; 23522,Childhood; Infancy,23529|Childhood; 23522|Infancy
,,733,105,Familial adenomatous polyposis,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=733,2,23410; 23417,Autosomal dominant; Autosomal recessive,23410|Autosomal dominant; 23417|Autosomal recessive,1,23543,Adult,23543|Adult
,,399,118,Huntington disease,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=399,1,23410,Autosomal dominant,23410|Autosomal dominant,4,23536; 23543; 23529; 23550,Adolescent; Adult; Childhood; Elderly,23536|Adolescent; 23543|Adult; 23529|Childhood; 23550|Elderly
,,165955,17588,Wound myiasis,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=165955,1,23494,Not applicable,23494|Not applicable,2,23543; 23550,Adult; Elderly,23543|Adult; 23550|Elderly
,,501,117,Lafora disease,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=501,1,23417,Autosomal recessive,23417|Autosomal recessive,2,23536; 23529,Adolescent; Childhood,23536|Adolescent; 23529|Childhood
,,870,116,Down syndrome,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=870,1,23494,Not applicable,23494|Not applicable,2,23508; 23515,Antenatal; Neonatal,23508|Antenatal; 23515|Neonatal
,,165958,17589,Cavitary myiasis,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=165958,1,23494,Not applicable,23494|Not applicable,1,23557,All ages,23557|All ages
,,512,112,Metachromatic leukodystrophy,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=512,1,23417,Autosomal recessive,23417|Autosomal recessive,4,23536; 23543; 23529; 23522,Adolescent; Adult; Childhood; Infancy,23536|Adolescent; 23543|Adult; 23529|Childhood; 23522|Infancy
,,166016,17599,"Multiple epiphyseal dysplasia, Lowry type",21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166016,0,,,,1,23515,Neonatal,23515|Neonatal
,,567,126,22q11.2 deletion syndrome,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=567,1,23410,Autosomal dominant,23410|Autosomal dominant,1,23557,All ages,23557|All ages
,,232,125,Sickle cell anemia,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=232,1,23417,Autosomal recessive,23417|Autosomal recessive,1,23557,All ages,23557|All ages
,,536,124,Systemic lupus erythematosus,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=536,1,23494,Not applicable,23494|Not applicable,4,23536; 23543; 23529; 23522,Adolescent; Adult; Childhood; Infancy,23536|Adolescent; 23543|Adult; 23529|Childhood; 23522|Infancy
,,166002,17597,Multiple epiphyseal dysplasia due to collagen 9 anomaly,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166002,1,23410,Autosomal dominant,23410|Autosomal dominant,2,23536; 23529,Adolescent; Childhood,23536|Adolescent; 23529|Childhood
,,534,123,Oculocerebrorenal syndrome of Lowe,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=534,1,23431,X-linked recessive,23431|X-linked recessive,2,23508; 23515,Antenatal; Neonatal,23508|Antenatal; 23515|Neonatal
,,790,122,Retinoblastoma,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=790,2,23410; 23494,Autosomal dominant; Not applicable,23410|Autosomal dominant; 23494|Not applicable,3,23508; 23529; 23522,Antenatal; Childhood; Infancy,23508|Antenatal; 23529|Childhood; 23522|Infancy
,,165991,17595,Exercise-induced hyperinsulinism,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=165991,1,23410,Autosomal dominant,23410|Autosomal dominant,2,23536; 23543,Adolescent; Adult,23536|Adolescent; 23543|Adult
,,652,121,Multiple endocrine neoplasia type 1,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=652,2,23410; 23494,Autosomal dominant; Not applicable,23410|Autosomal dominant; 23494|Not applicable,1,23557,All ages,23557|All ages
,,908,120,Fragile X syndrome,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=908,1,23445,X-linked dominant,23445|X-linked dominant,3,23529; 23522; 23515,Childhood; Infancy; Neonatal,23529|Childhood; 23522|Infancy; 23515|Neonatal
,,3099,137,Rheumatic fever,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3099,1,23494,Not applicable,23494|Not applicable,1,23529,Childhood,23529|Childhood
,,739,139,Prader-Willi syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=739,2,23410; 23494,Autosomal dominant; Not applicable,23410|Autosomal dominant; 23494|Not applicable,2,23508; 23515,Antenatal; Neonatal,23508|Antenatal; 23515|Neonatal
,,47,142,X-linked agammaglobulinemia,21450,Clinical subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=47,1,23431,X-linked recessive,23431|X-linked recessive,1,23529,Childhood,23529|Childhood
,,580,131,Mucopolysaccharidosis type 2,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=580,1,23431,X-linked recessive,23431|X-linked recessive,1,23529,Childhood,23529|Childhood
,,579,132,Mucopolysaccharidosis type 1,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=579,1,23417,Autosomal recessive,23417|Autosomal recessive,1,23557,All ages,23557|All ages
,,905,134,Wilson disease,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=905,1,23417,Autosomal recessive,23417|Autosomal recessive,4,23536; 23543; 23529; 23550,Adolescent; Adult; Childhood; Elderly,23536|Adolescent; 23543|Adult; 23529|Childhood; 23550|Elderly
,,792,155,X-linked retinoschisis,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=792,1,23431,X-linked recessive,23431|X-linked recessive,4,23536; 23543; 23529; 23522,Adolescent; Adult; Childhood; Infancy,23536|Adolescent; 23543|Adult; 23529|Childhood; 23522|Infancy
,,163525,17500,Subacute cutaneous lupus erythematosus,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163525,0,,,,2,23543; 23550,Adult; Elderly,23543|Adult; 23550|Elderly
,,827,158,Stargardt disease,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=827,2,23410; 23417,Autosomal dominant; Autosomal recessive,23410|Autosomal dominant; 23417|Autosomal recessive,4,23536; 23543; 23529; 23550,Adolescent; Adult; Childhood; Elderly,23536|Adolescent; 23543|Adult; 23529|Childhood; 23550|Elderly
,,163531,17502,Chronic cutaneous lupus erythematosus,21436,Clinical group,36540,Group of disorders,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163531,1,23424,Multigenic/multifactorial,23424|Multigenic/multifactorial,4,23536; 23543; 23529; 23550,Adolescent; Adult; Childhood; Elderly,23536|Adolescent; 23543|Adult; 23529|Childhood; 23550|Elderly
,,906,144,Wiskott-Aldrich syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=906,4,23410; 23417; 23494; 23431,Autosomal dominant; Autosomal recessive; Not applicable; X-linked recessive,23410|Autosomal dominant; 23417|Autosomal recessive; 23494|Not applicable; 23431|X-linked recessive,2,23522; 23515,Infancy; Neonatal,23522|Infancy; 23515|Neonatal
,,904,145,Williams syndrome,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=904,1,23410,Autosomal dominant,23410|Autosomal dominant,2,23508; 23515,Antenatal; Neonatal,23508|Antenatal; 23515|Neonatal
,,280,147,Wolf-Hirschhorn syndrome,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280,2,23424; 23494,Multigenic/multifactorial; Not applicable,23424|Multigenic/multifactorial; 23494|Not applicable,2,23508; 23515,Antenatal; Neonatal,23508|Antenatal; 23515|Neonatal
,,162516,17490,Isolated congenital nasal pyriform aperture stenosis,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=162516,0,,,,1,23515,Neonatal,23515|Neonatal
,,15,148,Achondroplasia,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=15,1,23410,Autosomal dominant,23410|Autosomal dominant,2,23508; 23515,Antenatal; Neonatal,23508|Antenatal; 23515|Neonatal
,,96,149,Ataxia with vitamin E deficiency,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=96,1,23417,Autosomal recessive,23417|Autosomal recessive,1,23557,All ages,23557|All ages
,,101,150,Dentatorubral pallidoluysian atrophy,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=101,1,23410,Autosomal dominant,23410|Autosomal dominant,1,23557,All ages,23557|All ages
,,783,151,Rubinstein-Taybi syndrome,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=783,2,23410; 23480,Autosomal dominant; Unknown,23410|Autosomal dominant; 23480|Unknown,2,23508; 23515,Antenatal; Neonatal,23508|Antenatal; 23515|Neonatal
,,163649,17514,Spondyloepiphyseal dysplasia-craniosynostosis-cleft palate-cataracts-intellectual disability syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163649,1,23417,Autosomal recessive,23417|Autosomal recessive,2,23522; 23515,Infancy; Neonatal,23522|Infancy; 23515|Neonatal
,,631,171,Non-acquired isolated growth hormone deficiency,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=631,3,23410; 23417; 23431,Autosomal dominant; Autosomal recessive; X-linked recessive,23410|Autosomal dominant; 23417|Autosomal recessive; 23431|X-linked recessive,1,23515,Neonatal,23515|Neonatal
,,276,170,T-B+NK- severe combined immunodeficiency due to gamma chain deficiency,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=276,1,23431,X-linked recessive,23431|X-linked recessive,1,23515,Neonatal,23515|Neonatal
,,163654,17515,Spondyloepiphyseal dysplasia-brachydactyly-speech disorder syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163654,1,23480,Unknown,23480|Unknown,2,23522; 23515,Infancy; Neonatal,23522|Infancy; 23515|Neonatal
,,481,169,Kennedy disease,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=481,1,23431,X-linked recessive,23431|X-linked recessive,1,23543,Adult,23543|Adult
,,664,168,Ornithine transcarbamylase deficiency,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=664,1,23431,X-linked recessive,23431|X-linked recessive,1,23557,All ages,23557|All ages
,,163668,17518,"Spondyloepiphyseal dysplasia, MacDermot type",21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163668,1,23410,Autosomal dominant,23410|Autosomal dominant,2,23522; 23515,Infancy; Neonatal,23522|Infancy; 23515|Neonatal
,,163662,17516,"Spondyloepiphyseal dysplasia, Reardon type",21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163662,1,23410,Autosomal dominant,23410|Autosomal dominant,2,23522; 23515,Infancy; Neonatal,23522|Infancy; 23515|Neonatal
,,394,173,Homocystinuria due to cystathionine beta-synthase deficiency,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=394,1,23417,Autosomal recessive,23417|Autosomal recessive,3,23536; 23543; 23529,Adolescent; Adult; Childhood,23536|Adolescent; 23543|Adult; 23529|Childhood
,,163665,17517,"Spondyloepiphyseal dysplasia tarda, Kohn type",21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163665,1,23417,Autosomal recessive,23417|Autosomal recessive,1,23529,Childhood,23529|Childhood
,,508,172,Donohue syndrome,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=508,1,23417,Autosomal recessive,23417|Autosomal recessive,2,23508; 23515,Antenatal; Neonatal,23508|Antenatal; 23515|Neonatal
,,163596,17507,Hemoglobin Bart's fetalis syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163596,1,23417,Autosomal recessive,23417|Autosomal recessive,2,23508; 23515,Antenatal; Neonatal,23508|Antenatal; 23515|Neonatal
,,436,162,Hypophosphatasia,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=436,2,23410; 23417,Autosomal dominant; Autosomal recessive,23410|Autosomal dominant; 23417|Autosomal recessive,1,23557,All ages,23557|All ages
,,429,161,Hypochondroplasia,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=429,1,23410,Autosomal dominant,23410|Autosomal dominant,6,23536; 23543; 23508; 23529; 23522; 23515,Adolescent; Adult; Antenatal; Childhood; Infancy; Neonatal,23536|Adolescent; 23543|Adult; 23508|Antenatal; 23529|Childhood; 23522|Infancy; 23515|Neonatal
,,437,160,Hypophosphatemic rickets,21436,Clinical group,36540,Group of disorders,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=437,3,23410; 23417; 23445,Autosomal dominant; Autosomal recessive; X-linked dominant,23410|Autosomal dominant; 23417|Autosomal recessive; 23445|X-linked dominant,1,23557,All ages,23557|All ages
,,104,167,Leber hereditary optic neuropathy,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=104,1,23438,Mitochondrial inheritance,23438|Mitochondrial inheritance,2,23536; 23543,Adolescent; Adult,23536|Adolescent; 23543|Adult
,,2182,164,Hydrocephalus with stenosis of the aqueduct of Sylvius,21450,Clinical subtype,36554,Subtype of disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2182,1,23431,X-linked recessive,23431|X-linked recessive,2,23508; 23515,Antenatal; Neonatal,23508|Antenatal; 23515|Neonatal
,,163634,17509,Maffucci syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163634,1,23494,Not applicable,23494|Not applicable,1,23529,Childhood,23529|Childhood
,,163717,17531,Familial mesial temporal lobe epilepsy,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163717,1,23410,Autosomal dominant,23410|Autosomal dominant,2,23536; 23543,Adolescent; Adult,23536|Adolescent; 23543|Adult
,,163708,17529,Cryptogenic late-onset epileptic spasms,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163708,0,,,,1,23529,Childhood,23529|Childhood
,,636,185,Neurofibromatosis type 1,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=636,1,23410,Autosomal dominant,23410|Autosomal dominant,2,23522; 23515,Infancy; Neonatal,23522|Infancy; 23515|Neonatal
,,163703,17528,Febrile infection-related epilepsy syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163703,1,23494,Not applicable,23494|Not applicable,1,23557,All ages,23557|All ages
,,649,190,Norrie disease,21401,Malformation syndrome,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=649,1,23431,X-linked recessive,23431|X-linked recessive,2,23508; 23515,Antenatal; Neonatal,23508|Antenatal; 23515|Neonatal
,,163727,17533,Rolandic epilepsy-paroxysmal exercise-induced dystonia-writer's cramp syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163727,1,23417,Autosomal recessive,23417|Autosomal recessive,1,23522,Infancy,23522|Infancy
,,163721,17532,Rolandic epilepsy-speech dyspraxia syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163721,2,23410; 23445,Autosomal dominant; X-linked dominant,23410|Autosomal dominant; 23445|X-linked dominant,3,23508; 23522; 23515,Antenatal; Infancy; Neonatal,23508|Antenatal; 23522|Infancy; 23515|Neonatal
,,163684,17522,Leukoencephalopathy-dystonia-motor neuropathy syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163684,1,23417,Autosomal recessive,23417|Autosomal recessive,1,23529,Childhood,23529|Childhood
,,379,176,Chronic granulomatous disease,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=379,2,23417; 23431,Autosomal recessive; X-linked recessive,23417|Autosomal recessive; 23431|X-linked recessive,4,23536; 23543; 23529; 23522,Adolescent; Adult; Childhood; Infancy,23536|Adolescent; 23543|Adult; 23529|Childhood; 23522|Infancy
,,163681,17521,CNTNAP2-related developmental and epileptic encephalopathy,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=163681,1,23417,Autosomal recessive,23417|Autosomal recessive,1,23522,Infancy,23522|Infancy
,,16,177,Blue cone monochromatism,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=16,1,23431,X-linked recessive,23431|X-linked recessive,1,23522,Infancy,23522|Infancy
,,644,182,NARP syndrome,21394,Disease,36547,Disorder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=644,1,23438,Mitochondrial inheritance,23438|Mitochondrial inheritance,1,23529,Childhood,23529|Childhood
